Unnamed: 0,Make,Variant,"Length
(ft)",GeographicRegion,Country/Region/State,ListingPrice(USD),Year,Bea（船宽）,Displacement（排水量）,S.A./Disp.（帆面积与排水量之比）,燃料容量,水容量,RiggingType（索具类型）,astHeightfroDWL,经济总量(亿美元),经济增速(%),海岸线长度(千米),人口密度(人/km²),通货膨胀率(%)
1187.0,7.0,176.0,44.0,1.0,5.0,240477.0,2013.0,4.35,10500.0,16.32,250.0,530.0,1.0,19.8,1391.8,2.0,4964.0,93.0,0.5
1191.0,7.0,212.0,49.0,3.0,41.0,358466.0,2013.0,4.77,13905.0,16.6,500.0,720.0,1.0,22.11,9.5,-7.2,350.0,346.6,1.1
1204.0,11.0,167.0,50.0,2.0,24.0,340000.0,2013.0,4.78,14500.0,16.06,757.0,757.0,2.0,20.73,,,,,
1207.0,14.0,179.0,40.0,2.0,23.0,184900.0,2013.0,3.99,7700.0,17.4,200.0,330.0,12.0,16.2,,,,,
1219.0,14.0,195.0,44.0,2.0,24.0,229000.0,2013.0,4.42,9900.0,17.1,200.0,400.0,24.0,16.8,,,,,
1224.0,14.0,196.0,46.0,1.0,4.0,230792.0,2013.0,4.49,10800.0,18.1,240.0,615.0,8.0,19.2,1949.3,1.5,7600.0,202.0,0.7
1225.0,14.0,196.0,46.0,1.0,5.0,262982.0,2013.0,4.49,10800.0,18.1,240.0,615.0,8.0,19.2,1391.8,2.0,4964.0,93.0,0.5
1232.0,14.0,134.0,49.0,1.0,1.0,303686.0,2013.0,4.49,13920.0,16.21,240.0,615.0,1.0,19.0,3038.8,2.3,3427.0,119.0,1.1
1233.0,14.0,197.0,50.0,1.0,1.0,334042.0,2013.0,4.69,13200.0,16.05,240.0,615.0,10.0,22.15,3038.8,2.3,3427.0,119.0,1.1
1240.0,40.0,22.0,42.0,1.0,5.0,479740.0,2013.0,3.5,14500.0,12.5,750.0,750.0,36.0,16.5,1391.8,2.0,4964.0,93.0,0.5
1241.0,41.0,219.0,39.0,1.0,1.0,333996.0,2013.0,4.35,11500.0,17.6,300.0,640.0,15.0,21.0,3038.8,2.3,3427.0,119.0,1.1
1242.0,41.0,219.0,39.0,1.0,1.0,285415.0,2013.0,4.35,11500.0,17.6,300.0,640.0,15.0,21.0,3038.8,2.3,3427.0,119.0,1.1
1255.0,2.0,203.0,40.0,1.0,4.0,180990.0,2014.0,3.96,8300.0,18.27,210.0,360.0,1.0,18.2,1949.3,1.5,7600.0,202.0,0.7
1258.0,2.0,222.0,42.0,1.0,3.0,218585.0,2014.0,4.29,9900.0,18.3,210.0,360.0,14.0,17.83,200.2,2.2,13676.0,81.0,0.6
1265.0,3.0,223.0,37.0,2.0,49.0,179000.0,2014.0,3.99,6790.0,18.45,130.0,330.0,1.0,15.6,,,,,
1266.0,3.0,223.0,38.0,2.0,23.0,187302.0,2014.0,3.99,6790.0,18.45,130.0,330.0,1.0,15.6,,,,,
1271.0,3.0,187.0,45.0,3.0,20.0,259000.0,2014.0,4.49,10812.0,17.42,200.0,330.0,13.0,19.13,1.5,-6.8,121.0,332.6,0.8
1272.0,3.0,187.0,45.0,1.0,4.0,241725.0,2014.0,4.49,10812.0,17.42,200.0,330.0,13.0,19.13,1949.3,1.5,7600.0,202.0,0.7
1275.0,3.0,187.0,45.0,2.0,23.0,295000.0,2014.0,4.49,10812.0,17.42,200.0,330.0,13.0,19.13,,,,,
1280.0,3.0,190.0,49.0,1.0,1.0,382629.0,2014.0,4.86,14200.0,18.44,600.0,970.0,3.0,22.14,3038.8,2.3,3427.0,119.0,1.1
1281.0,3.0,190.0,49.0,1.0,4.0,400850.0,2014.0,4.86,14200.0,18.44,600.0,970.0,3.0,22.14,1949.3,1.5,7600.0,202.0,0.7
1282.0,3.0,190.0,49.0,2.0,15.0,395000.0,2014.0,4.86,14200.0,18.44,600.0,970.0,3.0,22.14,1.8,3.3,3359.0,113.0,2.8
1283.0,3.0,190.0,49.0,1.0,19.0,315834.0,2014.0,4.86,14200.0,18.44,600.0,970.0,3.0,22.14,771.0,5.2,8333.0,107.0,14.6
1286.0,30.0,224.0,37.0,2.0,23.0,234000.0,2014.0,3.75,6900.0,20.8,150.0,300.0,12.0,17.5,,,,,
1287.0,7.0,209.0,40.0,1.0,2.0,206551.0,2014.0,4.2,8900.0,20.4,200.0,380.0,29.0,17.7,60.7,2.9,5835.0,73.0,1.4
1290.0,7.0,209.0,40.0,1.0,12.0,205754.0,2014.0,4.2,8900.0,20.4,200.0,380.0,29.0,17.7,902.3,3.0,451.0,508.0,1.3
1298.0,14.0,179.0,40.0,2.0,23.0,195124.0,2014.0,3.99,7700.0,17.4,200.0,330.0,12.0,16.2,,,,,
1300.0,14.0,180.0,43.0,1.0,3.0,230792.0,2014.0,4.24,10800.0,18.19,200.0,530.0,10.0,19.05,200.2,2.2,13676.0,81.0,0.6
1302.0,14.0,180.0,43.0,2.0,25.0,275000.0,2014.0,4.24,10800.0,18.19,200.0,530.0,10.0,19.05,,,,,
1304.0,14.0,180.0,43.0,2.0,38.0,279900.0,2014.0,4.24,10800.0,18.19,200.0,530.0,10.0,19.05,,,,,
1306.0,14.0,195.0,44.0,2.0,38.0,269900.0,2014.0,4.42,9900.0,17.1,200.0,400.0,24.0,16.8,,,,,
1307.0,14.0,196.0,46.0,1.0,2.0,242818.0,2014.0,4.49,10800.0,18.1,240.0,615.0,8.0,19.2,60.7,2.9,5835.0,73.0,1.4
1308.0,14.0,196.0,46.0,1.0,2.0,236744.0,2014.0,4.49,10800.0,18.1,240.0,615.0,8.0,19.2,60.7,2.9,5835.0,73.0,1.4
1317.0,14.0,196.0,46.0,1.0,21.0,293110.0,2014.0,4.49,10800.0,18.1,240.0,615.0,8.0,19.2,,,,,
1318.0,14.0,197.0,50.0,2.0,14.0,389000.0,2014.0,4.69,13200.0,16.05,240.0,615.0,10.0,22.15,3.0,3.9,1350.0,97.0,3.3
1320.0,14.0,168.0,53.0,2.0,14.0,440500.0,2014.0,4.77,15500.0,17.32,240.0,950.0,1.0,20.75,3.0,3.9,1350.0,97.0,3.3
1322.0,14.0,168.0,53.0,2.0,6.0,364800.0,2014.0,4.77,15500.0,17.32,240.0,950.0,1.0,20.75,1.1,4.6,1350.0,145.0,3.4
1325.0,18.0,228.0,42.0,1.0,21.0,379710.0,2014.0,4.22,12000.0,17.01,210.0,360.0,3.0,19.4,,,,,
1326.0,19.0,229.0,53.0,1.0,10.0,473732.0,2014.0,3.81,9072.0,22.2,190.0,450.0,19.0,18.9,16.5,5.9,196.0,1500.0,0.8
1327.0,21.0,201.0,44.0,1.0,19.0,516246.0,2014.0,4.16,9700.0,25.2,200.0,340.0,14.0,20.3,771.0,5.2,8333.0,107.0,14.6
1349.0,3.0,223.0,38.0,2.0,14.0,189900.0,2015.0,3.99,6790.0,18.45,130.0,330.0,1.0,15.6,3.0,3.9,1350.0,97.0,3.3
1354.0,3.0,185.0,40.0,1.0,2.0,205284.0,2015.0,4.2,8320.0,17.23,200.0,570.0,12.0,16.3,60.7,2.9,5835.0,73.0,1.4
1355.0,3.0,185.0,40.0,2.0,11.0,230000.0,2015.0,4.2,8320.0,17.23,200.0,570.0,12.0,16.3,0.4,1.9,5313.0,238.0,1.8
1358.0,3.0,185.0,40.0,2.0,24.0,219000.0,2015.0,4.2,8320.0,17.23,200.0,570.0,12.0,16.3,,,,,
1360.0,3.0,187.0,45.0,2.0,14.0,309900.0,2015.0,4.49,10812.0,17.42,200.0,330.0,13.0,19.13,3.0,3.9,1350.0,97.0,3.3
1365.0,3.0,189.0,48.0,1.0,1.0,340115.0,2015.0,4.74,12600.0,17.01,200.0,690.0,3.0,19.7,3038.8,2.3,3427.0,119.0,1.1
1368.0,3.0,190.0,49.0,2.0,15.0,399900.0,2015.0,4.86,14200.0,18.44,600.0,970.0,3.0,22.14,1.8,3.3,3359.0,113.0,2.8
1413.0,14.0,179.0,40.0,1.0,21.0,210526.0,2015.0,3.99,7700.0,17.4,200.0,330.0,12.0,16.2,,,,,
1417.0,14.0,241.0,47.0,2.0,6.0,299000.0,2015.0,4.49,10950.0,17.13,240.0,615.0,10.0,21.8,1.1,4.6,1350.0,145.0,3.4
1423.0,14.0,197.0,50.0,2.0,6.0,350000.0,2015.0,4.69,13200.0,16.05,240.0,615.0,10.0,22.15,1.1,4.6,1350.0,145.0,3.4
1431.0,14.0,168.0,53.0,2.0,26.0,389500.0,2015.0,4.77,15500.0,17.32,240.0,950.0,1.0,20.75,0.6,4.4,4624.0,41.0,1.8
1432.0,16.0,242.0,42.0,2.0,22.0,795000.0,2015.0,4.06,9296.0,20.7,180.0,320.0,4.0,20.12,,,,,
1433.0,33.0,243.0,54.0,1.0,21.0,1259040.0,2015.0,5.18,26580.0,17.12,1500.0,960.0,19.0,23.49,,,,,
1436.0,37.0,246.0,50.0,1.0,4.0,668083.0,2015.0,4.35,13000.0,19.8,300.0,700.0,4.0,21.2,1949.3,1.5,7600.0,202.0,0.7
1437.0,21.0,247.0,38.0,2.0,14.0,350000.0,2015.0,3.6,7500.0,23.97,200.0,340.0,1.0,18.95,3.0,3.9,1350.0,97.0,3.3
1438.0,21.0,201.0,44.0,1.0,10.0,516246.0,2015.0,4.16,9700.0,25.2,200.0,340.0,14.0,20.3,16.5,5.9,196.0,1500.0,0.8
1439.0,2.0,203.0,40.0,1.0,28.0,180990.0,2016.0,3.96,8300.0,18.27,210.0,360.0,1.0,18.2,3861.0,3.6,2389.0,240.0,2.5
1440.0,2.0,203.0,40.0,1.0,5.0,205256.0,2016.0,3.96,8300.0,18.27,210.0,360.0,1.0,18.2,1391.8,2.0,4964.0,93.0,0.5
1441.0,2.0,248.0,46.0,1.0,21.0,279720.0,2016.0,4.35,12600.0,16.0,210.0,360.0,12.0,19.05,,,,,
1446.0,3.0,223.0,38.0,3.0,50.0,119000.0,2016.0,3.99,6790.0,18.45,130.0,330.0,1.0,15.6,,,,,
1455.0,3.0,187.0,45.0,1.0,2.0,255052.0,2016.0,4.49,10812.0,17.42,200.0,330.0,13.0,19.13,60.7,2.9,5835.0,73.0,1.4
1457.0,3.0,187.0,45.0,3.0,41.0,321895.0,2016.0,4.49,10812.0,17.42,200.0,330.0,13.0,19.13,9.5,-7.2,350.0,346.6,1.1
1458.0,3.0,189.0,48.0,2.0,14.0,389000.0,2016.0,4.74,12600.0,17.01,200.0,690.0,3.0,19.7,3.0,3.9,1350.0,97.0,3.3
1459.0,3.0,189.0,48.0,2.0,15.0,375000.0,2016.0,4.74,12600.0,17.01,200.0,690.0,3.0,19.7,1.8,3.3,3359.0,113.0,2.8
1460.0,3.0,189.0,48.0,1.0,19.0,340115.0,2016.0,4.74,12600.0,17.01,200.0,690.0,3.0,19.7,771.0,5.2,8333.0,107.0,14.6
1461.0,3.0,189.0,48.0,2.0,24.0,397500.0,2016.0,4.74,12600.0,17.01,200.0,690.0,3.0,19.7,,,,,
1468.0,7.0,232.0,40.0,1.0,4.0,202827.0,2016.0,4.2,8740.0,21.15,200.0,380.0,2.0,18.95,1949.3,1.5,7600.0,202.0,0.7
1471.0,7.0,250.0,40.0,3.0,66.0,199900.0,2016.0,4.2,8950.0,17.68,200.0,380.0,1.0,16.4,,,,,
1472.0,7.0,233.0,46.0,1.0,2.0,241786.0,2016.0,4.5,11200.0,21.1,250.0,530.0,4.0,21.4,60.7,2.9,5835.0,73.0,1.4
1478.0,7.0,233.0,46.0,1.0,1.0,279380.0,2016.0,4.5,11200.0,21.1,250.0,530.0,4.0,21.4,3038.8,2.3,3427.0,119.0,1.1
1483.0,7.0,233.0,46.0,1.0,5.0,291527.0,2016.0,4.5,11200.0,21.1,250.0,530.0,4.0,21.4,1391.8,2.0,4964.0,93.0,0.5
1487.0,7.0,252.0,50.0,1.0,5.0,376556.0,2016.0,4.97,15800.0,15.2,500.0,720.0,22.0,21.25,1391.8,2.0,4964.0,93.0,0.5
1488.0,7.0,253.0,56.0,1.0,4.0,421500.0,2016.0,5.0,17970.0,16.69,500.0,730.0,1.0,26.0,1949.3,1.5,7600.0,202.0,0.7
1495.0,9.0,254.0,43.0,1.0,4.0,352276.0,2016.0,4.2,9900.0,18.1,200.0,360.0,4.0,19.5,1949.3,1.5,7600.0,202.0,0.7
1499.0,14.0,255.0,38.0,1.0,1.0,182192.0,2016.0,3.76,7700.0,17.08,130.0,200.0,1.0,15.02,3038.8,2.3,3427.0,119.0,1.1
1502.0,14.0,256.0,41.0,1.0,1.0,205284.0,2016.0,4.2,8950.0,17.08,200.0,330.0,3.0,16.65,3038.8,2.3,3427.0,119.0,1.1
1503.0,14.0,256.0,41.0,2.0,23.0,220000.0,2016.0,4.2,8950.0,17.08,200.0,330.0,3.0,16.65,,,,,
1504.0,14.0,256.0,41.0,1.0,19.0,199889.0,2016.0,4.2,8950.0,17.08,200.0,330.0,3.0,16.65,771.0,5.2,8333.0,107.0,14.6
1505.0,14.0,195.0,44.0,1.0,5.0,261160.0,2016.0,4.42,9900.0,17.1,200.0,400.0,24.0,16.8,1391.8,2.0,4964.0,93.0,0.5
1506.0,14.0,195.0,44.0,1.0,21.0,293043.0,2016.0,4.42,9900.0,17.1,200.0,400.0,24.0,16.8,,,,,
1508.0,14.0,257.0,45.0,1.0,1.0,230792.0,2016.0,4.24,10262.0,16.9,200.0,530.0,23.0,17.35,3038.8,2.3,3427.0,119.0,1.1
1509.0,14.0,257.0,45.0,1.0,1.0,224785.0,2016.0,4.24,10262.0,16.9,200.0,530.0,23.0,17.35,3038.8,2.3,3427.0,119.0,1.1
1510.0,14.0,257.0,45.0,1.0,21.0,261122.0,2016.0,4.24,10262.0,16.9,200.0,530.0,23.0,17.35,,,,,
1514.0,14.0,258.0,46.0,1.0,3.0,267233.0,2016.0,4.49,11040.0,17.1,240.0,618.0,23.0,21.7,200.2,2.2,13676.0,81.0,0.6
1518.0,14.0,259.0,51.0,1.0,3.0,363194.0,2016.0,4.69,14935.0,15.08,240.0,640.0,10.0,23.25,200.2,2.2,13676.0,81.0,0.6
1519.0,14.0,49.0,55.0,3.0,66.0,629000.0,2016.0,4.87,17700.0,17.09,410.0,930.0,5.0,21.1,,,,,
1520.0,14.0,49.0,55.0,2.0,17.0,600000.0,2016.0,4.87,17700.0,17.09,410.0,930.0,5.0,21.1,,,,,
1521.0,14.0,49.0,55.0,2.0,26.0,599999.0,2016.0,4.87,17700.0,17.09,410.0,930.0,5.0,21.1,0.6,4.4,4624.0,41.0,1.8
1522.0,32.0,260.0,50.0,1.0,4.0,1214531.0,2016.0,4.51,12800.0,22.03,300.0,320.0,1.0,23.6,1949.3,1.5,7600.0,202.0,0.7
1523.0,32.0,261.0,54.0,1.0,1.0,1579105.0,2016.0,4.76,20000.0,19.52,500.0,750.0,3.0,23.5,3038.8,2.3,3427.0,119.0,1.1
1525.0,20.0,263.0,48.0,1.0,21.0,757770.0,2016.0,4.77,15000.0,17.7,600.0,900.0,11.0,22.67,,,,,
1527.0,21.0,202.0,50.0,1.0,5.0,734921.0,2016.0,4.5,14000.0,24.5,330.0,400.0,2.0,26.27,1391.8,2.0,4964.0,93.0,0.5
1528.0,1.0,1.0,41.0,1.0,1.0,412941.0,2017.0,4.32,10500.0,14.97,240.0,600.0,1.0,18.4,3038.8,2.3,3427.0,119.0,1.1
1529.0,2.0,203.0,40.0,1.0,2.0,225722.0,2017.0,3.96,8300.0,18.27,210.0,360.0,1.0,18.2,60.7,2.9,5835.0,73.0,1.4
1530.0,2.0,203.0,40.0,1.0,2.0,217127.0,2017.0,3.96,8300.0,18.27,210.0,360.0,1.0,18.2,60.7,2.9,5835.0,73.0,1.4
1533.0,2.0,203.0,40.0,1.0,28.0,185849.0,2017.0,3.96,8300.0,18.27,210.0,360.0,1.0,18.2,3861.0,3.6,2389.0,240.0,2.5
1535.0,2.0,142.0,49.0,1.0,2.0,350744.0,2017.0,4.67,14500.0,16.16,280.0,560.0,5.0,21.75,60.7,2.9,5835.0,73.0,1.4
1536.0,2.0,142.0,49.0,1.0,2.0,342393.0,2017.0,4.67,14500.0,16.16,280.0,560.0,5.0,21.75,60.7,2.9,5835.0,73.0,1.4
1539.0,2.0,265.0,49.0,1.0,5.0,326418.0,2017.0,4.67,13490.0,17.5,280.0,650.0,1.0,20.53,1391.8,2.0,4964.0,93.0,0.5
1540.0,2.0,143.0,54.0,1.0,46.0,734791.0,2017.0,5.28,18600.0,15.12,660.0,800.0,1.0,24.2,6.6,2.1,4.0,19256.0,-0.6
1542.0,3.0,223.0,38.0,3.0,50.0,159000.0,2017.0,3.99,6790.0,18.45,130.0,330.0,1.0,15.6,,,,,
1550.0,3.0,187.0,45.0,1.0,2.0,285526.0,2017.0,4.49,10812.0,17.42,200.0,330.0,13.0,19.13,60.7,2.9,5835.0,73.0,1.4
1551.0,3.0,187.0,45.0,1.0,2.0,241786.0,2017.0,4.49,10812.0,17.42,200.0,330.0,13.0,19.13,60.7,2.9,5835.0,73.0,1.4
1552.0,3.0,187.0,45.0,1.0,4.0,278165.0,2017.0,4.49,10812.0,17.42,200.0,330.0,13.0,19.13,1949.3,1.5,7600.0,202.0,0.7
1555.0,3.0,187.0,45.0,2.0,26.0,349000.0,2017.0,4.49,10812.0,17.42,200.0,330.0,13.0,19.13,0.6,4.4,4624.0,41.0,1.8
1556.0,3.0,189.0,48.0,1.0,2.0,290324.0,2017.0,4.74,12600.0,17.01,200.0,690.0,3.0,19.7,60.7,2.9,5835.0,73.0,1.4
1558.0,39.0,269.0,42.0,1.0,5.0,546613.0,2017.0,3.82,7800.0,24.9,200.0,300.0,34.0,19.2,1391.8,2.0,4964.0,93.0,0.5
1561.0,7.0,233.0,46.0,1.0,3.0,243001.0,2017.0,4.5,11200.0,21.1,250.0,530.0,4.0,21.4,200.2,2.2,13676.0,81.0,0.6
1562.0,7.0,233.0,46.0,1.0,67.0,364409.0,2017.0,4.5,11200.0,21.1,250.0,530.0,4.0,21.4,170.3,5.2,0.0,105.0,3.1
1563.0,7.0,251.0,46.0,1.0,4.0,264804.0,2017.0,4.5,10750.0,16.4,250.0,530.0,16.0,19.2,1949.3,1.5,7600.0,202.0,0.7
1564.0,7.0,233.0,46.0,1.0,5.0,291527.0,2017.0,4.5,11200.0,21.1,250.0,530.0,4.0,21.4,1391.8,2.0,4964.0,93.0,0.5
1565.0,8.0,236.0,39.0,1.0,2.0,206490.0,2017.0,3.87,8300.0,18.77,190.0,220.0,34.0,17.15,60.7,2.9,5835.0,73.0,1.4
1567.0,8.0,271.0,39.0,1.0,4.0,206551.0,2017.0,3.91,8800.0,19.15,170.0,320.0,1.0,18.5,1949.3,1.5,7600.0,202.0,0.7
1577.0,23.0,272.0,56.0,1.0,10.0,722646.0,2017.0,5.2,20100.0,19.14,520.0,810.0,3.0,26.35,16.5,5.9,196.0,1500.0,0.8
1578.0,14.0,255.0,38.0,1.0,1.0,191922.0,2017.0,3.76,7700.0,17.08,130.0,200.0,1.0,15.02,3038.8,2.3,3427.0,119.0,1.1
1582.0,14.0,256.0,41.0,1.0,21.0,226487.0,2017.0,4.2,8950.0,17.08,200.0,330.0,3.0,16.65,,,,,
1586.0,14.0,258.0,46.0,1.0,2.0,334055.0,2017.0,4.49,11040.0,17.1,240.0,618.0,23.0,21.7,60.7,2.9,5835.0,73.0,1.4
1587.0,14.0,258.0,46.0,1.0,2.0,297601.0,2017.0,4.49,11040.0,17.1,240.0,618.0,23.0,21.7,60.7,2.9,5835.0,73.0,1.4
1588.0,14.0,273.0,51.0,1.0,1.0,406923.0,2017.0,4.69,14400.0,14.8,240.0,640.0,20.0,22.2,3038.8,2.3,3427.0,119.0,1.1
1589.0,14.0,259.0,51.0,1.0,1.0,360765.0,2017.0,4.69,14935.0,15.08,240.0,640.0,10.0,23.25,3038.8,2.3,3427.0,119.0,1.1
1590.0,14.0,259.0,51.0,1.0,3.0,354691.0,2017.0,4.69,14935.0,15.08,240.0,640.0,10.0,23.25,200.2,2.2,13676.0,81.0,0.6
1591.0,14.0,273.0,51.0,1.0,4.0,499619.0,2017.0,4.69,14400.0,14.8,240.0,640.0,20.0,22.2,1949.3,1.5,7600.0,202.0,0.7
1593.0,14.0,273.0,51.0,1.0,21.0,433003.0,2017.0,4.69,14400.0,14.8,240.0,640.0,20.0,22.2,,,,,
1594.0,14.0,259.0,51.0,2.0,24.0,450000.0,2017.0,4.69,14935.0,15.08,240.0,640.0,10.0,23.25,,,,,
1595.0,14.0,49.0,55.0,3.0,50.0,618000.0,2017.0,4.87,17700.0,17.09,410.0,930.0,5.0,21.1,,,,,
1596.0,14.0,49.0,55.0,2.0,11.0,579000.0,2017.0,4.87,17700.0,17.09,410.0,930.0,5.0,21.1,0.4,1.9,5313.0,238.0,1.8
1597.0,14.0,49.0,55.0,1.0,5.0,501081.0,2017.0,4.87,17700.0,17.09,410.0,930.0,5.0,21.1,1391.8,2.0,4964.0,93.0,0.5
1598.0,14.0,49.0,55.0,1.0,21.0,599687.0,2017.0,4.87,17700.0,17.09,410.0,930.0,5.0,21.1,,,,,
1599.0,14.0,49.0,55.0,1.0,21.0,512942.0,2017.0,4.87,17700.0,17.09,410.0,930.0,5.0,21.1,,,,,
1600.0,32.0,274.0,50.0,1.0,1.0,1311872.0,2017.0,4.48,17200.0,20.92,400.0,750.0,1.0,22.85,3038.8,2.3,3427.0,119.0,1.1
1601.0,20.0,263.0,48.0,1.0,1.0,691190.0,2017.0,4.77,15000.0,17.7,600.0,900.0,11.0,22.67,3038.8,2.3,3427.0,119.0,1.1
1602.0,20.0,263.0,48.0,1.0,1.0,642600.0,2017.0,4.77,15000.0,17.7,600.0,900.0,11.0,22.67,3038.8,2.3,3427.0,119.0,1.1
1603.0,21.0,202.0,50.0,1.0,4.0,727632.0,2017.0,4.5,14000.0,24.5,330.0,400.0,2.0,26.27,1949.3,1.5,7600.0,202.0,0.7
1605.0,2.0,203.0,40.0,3.0,50.0,229000.0,2018.0,3.96,8300.0,18.27,210.0,360.0,1.0,18.2,,,,,
1606.0,2.0,203.0,40.0,1.0,28.0,205256.0,2018.0,3.96,8300.0,18.27,210.0,360.0,1.0,18.2,3861.0,3.6,2389.0,240.0,2.5
1607.0,2.0,203.0,40.0,1.0,28.0,200425.0,2018.0,3.96,8300.0,18.27,210.0,360.0,1.0,18.2,3861.0,3.6,2389.0,240.0,2.5
1608.0,2.0,160.0,44.0,1.0,3.0,267301.0,2018.0,4.34,12000.0,17.41,210.0,360.0,13.0,19.25,200.2,2.2,13676.0,81.0,0.6
1609.0,2.0,275.0,45.0,1.0,2.0,334126.0,2018.0,4.49,12600.0,18.9,210.0,650.0,1.0,21.85,60.7,2.9,5835.0,73.0,1.4
1611.0,3.0,223.0,38.0,3.0,68.0,179000.0,2018.0,3.99,6790.0,18.45,130.0,330.0,1.0,15.6,1.9,1.0,386.0,17.0,-0.9
1618.0,3.0,268.0,40.0,1.0,3.0,212543.0,2018.0,4.2,8880.0,17.39,200.0,570.0,2.0,17.1,200.2,2.2,13676.0,81.0,0.6
1619.0,3.0,187.0,45.0,1.0,4.0,255052.0,2018.0,4.49,10812.0,17.42,200.0,330.0,13.0,19.13,1949.3,1.5,7600.0,202.0,0.7
1620.0,3.0,187.0,45.0,2.0,25.0,388000.0,2018.0,4.49,10812.0,17.42,200.0,330.0,13.0,19.13,,,,,
1622.0,3.0,276.0,51.0,1.0,4.0,479824.0,2018.0,4.8,13930.0,16.1,200.0,770.0,37.0,21.85,1949.3,1.5,7600.0,202.0,0.7
1623.0,3.0,276.0,51.0,1.0,4.0,394792.0,2018.0,4.8,13930.0,16.1,200.0,770.0,37.0,21.85,1949.3,1.5,7600.0,202.0,0.7
1624.0,3.0,277.0,51.0,1.0,19.0,655962.0,2018.0,4.8,14500.0,18.87,568.0,606.0,13.0,21.39,771.0,5.2,8333.0,107.0,14.6
1625.0,3.0,278.0,55.0,1.0,1.0,637716.0,2018.0,4.96,16900.0,15.67,400.0,694.0,1.0,23.33,3038.8,2.3,3427.0,119.0,1.1
1626.0,7.0,232.0,40.0,3.0,50.0,229000.0,2018.0,4.2,8740.0,21.15,200.0,380.0,2.0,18.95,,,,,
1628.0,7.0,233.0,46.0,1.0,28.0,399659.0,2018.0,4.5,11200.0,21.1,250.0,530.0,4.0,21.4,3861.0,3.6,2389.0,240.0,2.5
1629.0,7.0,233.0,46.0,1.0,4.0,372982.0,2018.0,4.5,11200.0,21.1,250.0,530.0,4.0,21.4,1949.3,1.5,7600.0,202.0,0.7
1630.0,7.0,233.0,46.0,1.0,19.0,255086.0,2018.0,4.5,11200.0,21.1,250.0,530.0,4.0,21.4,771.0,5.2,8333.0,107.0,14.6
1631.0,7.0,279.0,50.0,1.0,1.0,498026.0,2018.0,5.02,14600.0,18.34,500.0,720.0,1.0,21.4,3038.8,2.3,3427.0,119.0,1.1
1632.0,7.0,280.0,50.0,1.0,1.0,483449.0,2018.0,4.99,15900.0,16.32,500.0,720.0,14.0,23.6,3038.8,2.3,3427.0,119.0,1.1
1633.0,7.0,279.0,50.0,1.0,3.0,388703.0,2018.0,5.02,14600.0,18.34,500.0,720.0,1.0,21.4,200.2,2.2,13676.0,81.0,0.6
1634.0,7.0,279.0,50.0,1.0,4.0,338723.0,2018.0,5.02,14600.0,18.34,500.0,720.0,1.0,21.4,1949.3,1.5,7600.0,202.0,0.7
1635.0,7.0,280.0,50.0,1.0,10.0,425144.0,2018.0,4.99,15900.0,16.32,500.0,720.0,14.0,23.6,16.5,5.9,196.0,1500.0,0.8
1636.0,7.0,279.0,50.0,3.0,41.0,400996.0,2018.0,5.02,14600.0,18.34,500.0,720.0,1.0,21.4,9.5,-7.2,350.0,346.6,1.1
1638.0,8.0,237.0,44.0,2.0,6.0,375000.0,2018.0,4.37,12600.0,18.4,270.0,516.0,4.0,20.73,1.1,4.6,1350.0,145.0,3.4
1647.0,14.0,256.0,41.0,1.0,1.0,216216.0,2018.0,4.2,8950.0,17.08,200.0,330.0,3.0,16.65,3038.8,2.3,3427.0,119.0,1.1
1648.0,14.0,256.0,41.0,1.0,3.0,223829.0,2018.0,4.2,8950.0,17.08,200.0,330.0,3.0,16.65,200.2,2.2,13676.0,81.0,0.6
1653.0,14.0,258.0,46.0,1.0,3.0,242939.0,2018.0,4.49,11040.0,17.1,240.0,618.0,23.0,21.7,200.2,2.2,13676.0,81.0,0.6
1654.0,14.0,259.0,51.0,3.0,50.0,545950.0,2018.0,4.69,14935.0,15.08,240.0,640.0,10.0,23.25,,,,,
1655.0,14.0,259.0,51.0,1.0,4.0,325539.0,2018.0,4.69,14935.0,15.08,240.0,640.0,10.0,23.25,1949.3,1.5,7600.0,202.0,0.7
1657.0,14.0,259.0,51.0,2.0,15.0,499999.0,2018.0,4.69,14935.0,15.08,240.0,640.0,10.0,23.25,1.8,3.3,3359.0,113.0,2.8
1658.0,14.0,273.0,51.0,1.0,19.0,423929.0,2018.0,4.69,14400.0,14.8,240.0,640.0,20.0,22.2,771.0,5.2,8333.0,107.0,14.6
1659.0,14.0,49.0,55.0,1.0,1.0,649863.0,2018.0,4.87,17700.0,17.09,410.0,930.0,5.0,21.1,3038.8,2.3,3427.0,119.0,1.1
1660.0,14.0,49.0,55.0,2.0,11.0,575000.0,2018.0,4.87,17700.0,17.09,410.0,930.0,5.0,21.1,0.4,1.9,5313.0,238.0,1.8
1661.0,14.0,49.0,55.0,1.0,5.0,594010.0,2018.0,4.87,17700.0,17.09,410.0,930.0,5.0,21.1,1391.8,2.0,4964.0,93.0,0.5
1662.0,14.0,49.0,55.0,1.0,5.0,593926.0,2018.0,4.87,17700.0,17.09,410.0,930.0,5.0,21.1,1391.8,2.0,4964.0,93.0,0.5
1664.0,21.0,282.0,43.0,1.0,2.0,388718.0,2018.0,3.99,9600.0,23.27,200.0,303.0,34.0,19.0,60.7,2.9,5835.0,73.0,1.4
