length,ListingPrice,Year,Bea,Displacement,S.A./Disp.,FuelCapacity,Water,RiggingType,DWL
44.0,375000.0,2018.0,4.37,12600.0,18.4,270.0,516.0,4.0,20.73
41.0,216216.0,2018.0,4.2,8950.0,17.08,200.0,330.0,3.0,16.65
41.0,223829.0,2018.0,4.2,8950.0,17.08,200.0,330.0,3.0,16.65
46.0,242939.0,2018.0,4.49,11040.0,17.1,240.0,618.0,23.0,21.7
51.0,545950.0,2018.0,4.69,14935.0,15.08,240.0,640.0,10.0,23.25
51.0,325539.0,2018.0,4.69,14935.0,15.08,240.0,640.0,10.0,23.25
51.0,499999.0,2018.0,4.69,14935.0,15.08,240.0,640.0,10.0,23.25
51.0,423929.0,2018.0,4.69,14400.0,14.8,240.0,640.0,20.0,22.2
55.0,649863.0,2018.0,4.87,17700.0,17.09,410.0,930.0,5.0,21.1
55.0,575000.0,2018.0,4.87,17700.0,17.09,410.0,930.0,5.0,21.1
55.0,594010.0,2018.0,4.87,17700.0,17.09,410.0,930.0,5.0,21.1
55.0,593926.0,2018.0,4.87,17700.0,17.09,410.0,930.0,5.0,21.1
43.0,388718.0,2018.0,3.99,9600.0,23.27,200.0,303.0,34.0,19.0
40.0,205284.0,2019.0,3.96,8300.0,18.27,210.0,360.0,1.0,18.2
44.0,394776.0,2019.0,4.34,12000.0,17.41,210.0,360.0,13.0,19.25
45.0,320761.0,2019.0,4.49,12600.0,18.9,210.0,650.0,1.0,21.85
45.0,301321.0,2019.0,4.49,12600.0,18.9,210.0,650.0,1.0,21.85
49.0,321895.0,2019.0,4.67,14500.0,16.16,280.0,560.0,5.0,21.75
38.0,254000.0,2019.0,3.99,6400.0,18.2,130.0,330.0,23.0,16.46
38.0,163984.0,2019.0,3.99,6400.0,18.2,130.0,330.0,23.0,16.46
38.0,289000.0,2019.0,3.99,6400.0,18.2,130.0,330.0,23.0,16.46
45.0,459000.0,2019.0,4.49,10812.0,17.42,200.0,330.0,13.0,19.13
47.0,302459.0,2019.0,4.41,10938.0,16.5,200.0,370.0,25.0,20.6
47.0,285454.0,2019.0,4.25,10300.0,16.45,200.0,530.0,3.0,18.17
47.0,469000.0,2019.0,4.41,10938.0,16.5,200.0,370.0,25.0,20.6
47.0,467004.0,2019.0,4.41,10938.0,16.5,200.0,370.0,25.0,20.6
51.0,510172.0,2019.0,4.8,13930.0,16.1,200.0,770.0,37.0,21.85
51.0,363209.0,2019.0,4.8,13930.0,16.1,200.0,770.0,37.0,21.85
51.0,443382.0,2019.0,4.8,13930.0,16.1,200.0,770.0,37.0,21.85
51.0,400850.0,2019.0,4.8,13930.0,16.1,200.0,770.0,37.0,21.85
55.0,759185.0,2019.0,4.96,16900.0,15.67,400.0,694.0,1.0,23.33
55.0,704524.0,2019.0,4.96,16900.0,15.67,400.0,694.0,1.0,23.33
39.0,217486.0,2019.0,3.98,7750.0,17.41,200.0,380.0,1.0,18.1
39.0,204121.0,2019.0,3.98,7750.0,17.41,200.0,380.0,1.0,18.1
40.0,228363.0,2019.0,4.2,8950.0,17.68,200.0,380.0,1.0,16.4
40.0,216187.0,2019.0,4.2,8740.0,21.15,200.0,380.0,2.0,18.95
40.0,216502.0,2019.0,4.2,8950.0,17.68,200.0,380.0,1.0,16.4
43.0,239295.0,2019.0,4.3,10900.0,17.25,250.0,430.0,15.0,19.7
43.0,267233.0,2019.0,4.3,10900.0,17.25,250.0,430.0,15.0,19.7
43.0,255086.0,2019.0,4.3,10900.0,17.25,250.0,430.0,15.0,19.7
46.0,469000.0,2019.0,4.5,10750.0,16.4,250.0,530.0,16.0,19.2
46.0,321895.0,2019.0,4.5,11200.0,21.1,250.0,530.0,4.0,21.4
46.0,321895.0,2019.0,4.5,10750.0,16.4,250.0,530.0,16.0,19.2
46.0,327968.0,2019.0,4.5,11200.0,21.1,250.0,530.0,4.0,21.4
50.0,484664.0,2019.0,5.02,14600.0,18.34,500.0,720.0,1.0,21.4
50.0,451806.0,2019.0,4.99,15900.0,16.32,500.0,720.0,14.0,23.6
50.0,335256.0,2019.0,4.68,14900.0,17.29,250.0,600.0,1.0,23.55
39.0,189000.0,2019.0,3.76,7700.0,17.08,130.0,200.0,1.0,15.02
41.0,195000.0,2019.0,4.2,8950.0,17.08,200.0,330.0,3.0,16.65
41.0,297000.0,2019.0,4.2,8950.0,17.08,200.0,330.0,3.0,16.65
48.0,309760.0,2019.0,4.49,12800.0,17.57,240.0,720.0,1.0,20.75
48.0,309748.0,2019.0,4.49,12800.0,17.57,240.0,720.0,1.0,20.75
48.0,291527.0,2019.0,4.49,12800.0,17.57,240.0,720.0,1.0,20.75
48.0,423929.0,2019.0,4.49,12800.0,17.57,240.0,720.0,1.0,20.75
40.0,406868.0,2019.0,4.35,9000.0,20.57,270.0,600.0,1.0,19.15
42.0,406923.0,2019.0,4.35,9000.0,21.28,300.0,400.0,1.0,20.7
46.0,570907.0,2019.0,4.42,13000.0,19.4,360.0,460.0,29.0,21.8
39.0,210000.0,2005.0,6.7,7500.0,17.11,250.0,530.0,1.0,17.5
39.0,200000.0,2005.0,6.72,8900.0,18.2,350.0,780.0,2.0,17.28951219512195
40.5,225000.0,2005.0,7.4,8600.0,18.5,200.0,700.0,3.0,18.0
40.5,303395.0,2005.0,7.4,8000.0,20.8,200.0,780.0,4.0,18.45
40.5,235000.0,2005.0,7.4,8600.0,18.5,200.0,700.0,3.0,18.0
42.0,330000.0,2005.0,6.6,10800.0,17.2,450.0,600.0,4.0,20.0
42.0,269500.0,2005.0,6.74,11000.0,17.36,720.0,750.0,5.0,17.28951219512195
42.0,249900.0,2005.0,6.74,11000.0,17.36,720.0,750.0,5.0,17.28951219512195
42.0,249900.0,2005.0,6.74,11000.0,17.36,720.0,750.0,5.0,17.28951219512195
46.0,254636.0,2005.0,7.4,10800.0,18.26,470.0,700.0,1.0,19.5
38.0,163694.0,2006.0,6.3,6500.0,18.9,250.0,600.0,2.0,16.5
39.0,200642.0,2006.0,6.7,7500.0,17.11,250.0,530.0,1.0,17.5
39.0,188482.0,2006.0,6.7,7500.0,17.11,250.0,530.0,1.0,17.5
40.0,199990.0,2006.0,6.3,7500.0,22.9,400.0,800.0,4.0,18.35
40.6,302787.0,2006.0,7.4,8000.0,20.8,200.0,780.0,4.0,18.45
42.0,269900.0,2006.0,6.74,11000.0,17.36,720.0,750.0,5.0,17.28951219512195
43.6,267617.0,2006.0,7.1,12400.0,17.31,780.0,800.0,2.0,19.4
46.0,345577.0,2006.0,7.4,10800.0,18.26,470.0,700.0,1.0,19.5
46.0,242510.0,2006.0,7.4,10800.0,18.26,470.0,700.0,1.0,19.5
47.0,516769.0,2006.0,7.6,11500.0,20.24,800.0,800.0,1.0,20.5
48.0,450000.0,2006.0,8.74,19800.0,19.05,1056.0,480.0,2.0,27.3
47.0,345919.0,2007.0,7.7,12000.0,17.4,480.0,700.0,4.0,20.45
39.0,186733.0,2008.0,6.7,7500.0,17.11,250.0,530.0,1.0,17.5
39.0,194562.0,2008.0,6.7,7500.0,17.11,250.0,530.0,1.0,17.5
39.0,194401.0,2008.0,6.7,7500.0,17.11,250.0,530.0,1.0,17.5
39.0,188278.0,2008.0,6.7,7500.0,17.11,250.0,530.0,1.0,17.5
39.0,187945.0,2008.0,6.7,7500.0,17.11,250.0,530.0,1.0,17.5
42.0,270000.0,2008.0,6.7,9979.0,16.36,360.0,757.0,2.0,16.55
42.0,270000.0,2008.0,6.7,9979.0,16.36,360.0,757.0,2.0,16.55
43.0,390827.0,2008.0,13.1,10300.0,12.74,470.0,700.0,2.0,7.35
43.0,339000.0,2008.0,13.1,10300.0,12.74,470.0,700.0,2.0,7.35
43.0,309860.0,2008.0,13.1,10300.0,12.74,470.0,700.0,2.0,7.35
43.0,309506.0,2008.0,13.1,10300.0,12.74,470.0,700.0,2.0,7.35
43.0,338636.0,2008.0,13.1,10300.0,12.74,470.0,700.0,2.0,7.35
43.0,285231.0,2008.0,13.1,10300.0,12.74,470.0,700.0,2.0,7.35
43.0,261424.0,2008.0,13.1,10300.0,12.74,470.0,700.0,2.0,7.35
44.0,312493.0,2008.0,13.47,10500.0,9.5,600.0,600.0,2.0,6.81
47.0,503706.0,2008.0,7.7,12000.0,17.4,480.0,700.0,4.0,20.45
47.0,418744.0,2008.0,7.7,12000.0,17.4,480.0,700.0,4.0,20.45
47.0,346188.0,2008.0,7.7,12000.0,17.4,480.0,700.0,4.0,20.45
47.0,345919.0,2008.0,7.7,12000.0,17.4,480.0,700.0,4.0,20.45
47.0,333781.0,2008.0,7.7,12000.0,17.4,480.0,700.0,4.0,20.45
50.0,479000.0,2008.0,8.53,16330.0,17.97,1200.0,1100.0,7.0,17.28951219512195
50.0,465000.0,2008.0,8.53,16330.0,17.97,1200.0,1100.0,7.0,17.28951219512195
50.0,365000.0,2008.0,8.53,16330.0,17.97,1200.0,1100.0,7.0,17.28951219512195
39.0,205124.0,2009.0,6.7,7500.0,17.11,250.0,530.0,1.0,17.5
39.0,194422.0,2009.0,6.91,7650.0,16.69,430.0,430.0,1.0,17.2
39.0,194200.0,2009.0,6.91,7650.0,16.69,430.0,430.0,1.0,17.2
42.0,364170.0,2009.0,6.6,10800.0,17.2,450.0,600.0,4.0,20.0
42.0,363802.0,2009.0,6.6,10800.0,17.2,450.0,600.0,4.0,20.0
43.0,300000.0,2009.0,13.1,10300.0,12.74,470.0,700.0,2.0,7.35
47.0,314925.0,2009.0,7.7,12000.0,17.4,480.0,700.0,4.0,20.45
47.0,315454.0,2009.0,7.7,12000.0,17.4,480.0,700.0,4.0,20.45
39.0,285000.0,2010.0,11.97,10297.0,9.0,400.0,600.0,2.0,7.25
39.0,218882.0,2010.0,6.72,9200.0,20.1,300.0,530.0,2.0,17.28951219512195
39.0,205506.0,2010.0,6.7,7500.0,17.11,250.0,530.0,1.0,17.5
39.0,205284.0,2010.0,6.7,7500.0,17.11,250.0,530.0,1.0,17.5
42.0,437734.0,2010.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
42.0,327968.0,2010.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
42.0,327712.0,2010.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
42.0,285231.0,2010.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
43.0,390000.0,2010.0,13.1,10300.0,12.74,470.0,700.0,2.0,7.35
44.0,346188.0,2010.0,6.81,10500.0,22.6,600.0,900.0,4.0,19.2
44.0,345919.0,2010.0,6.81,10500.0,22.6,600.0,900.0,4.0,19.2
44.0,291527.0,2010.0,6.81,10500.0,22.6,600.0,900.0,4.0,19.2
44.0,291300.0,2010.0,6.81,10500.0,22.6,600.0,900.0,4.0,19.2
44.0,282000.0,2010.0,6.81,10500.0,22.6,600.0,900.0,4.0,19.2
44.0,269724.0,2010.0,6.81,10500.0,22.6,600.0,900.0,4.0,19.2
44.0,437734.0,2010.0,6.81,10500.0,23.27,600.0,600.0,2.0,20.8
44.0,437231.0,2010.0,6.81,10500.0,23.27,600.0,600.0,2.0,20.8
44.0,525000.0,2010.0,13.46,11500.0,9.0,700.0,750.0,2.0,7.54
44.0,495000.0,2010.0,13.46,11500.0,9.0,700.0,750.0,2.0,7.54
46.0,415000.0,2010.0,7.57,14100.0,19.6,700.0,780.0,1.0,23.47
46.0,335000.0,2010.0,7.57,14100.0,19.6,700.0,780.0,1.0,23.47
50.0,595000.0,2010.0,15.24,15876.0,10.0,1200.0,800.0,2.0,7.92
39.0,218725.0,2011.0,6.72,9200.0,20.1,300.0,530.0,2.0,17.28951219512195
39.0,346563.0,2011.0,6.72,9200.0,20.1,300.0,530.0,2.0,17.28951219512195
39.0,302787.0,2011.0,6.72,9200.0,20.1,300.0,530.0,2.0,17.28951219512195
42.0,333781.0,2011.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
42.0,297902.0,2011.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
42.5,325000.0,2011.0,7.7,12600.0,18.75,300.0,600.0,2.0,19.8
42.5,325000.0,2011.0,7.7,12600.0,18.75,300.0,600.0,2.0,19.8
43.0,339850.0,2011.0,13.1,10300.0,12.74,470.0,700.0,2.0,7.35
44.0,279162.0,2011.0,6.81,10500.0,22.6,600.0,900.0,4.0,19.2
44.0,255086.0,2011.0,6.81,10500.0,22.6,600.0,900.0,4.0,19.2
44.0,254887.0,2011.0,6.81,10500.0,22.6,600.0,900.0,4.0,19.2
47.0,450000.0,2011.0,7.7,12000.0,17.4,480.0,700.0,4.0,20.45
39.0,315000.0,2012.0,6.72,9200.0,20.1,300.0,530.0,2.0,17.28951219512195
41.0,369828.0,2012.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
43.6,520699.0,2012.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,449893.0,2012.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,449438.0,2012.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
44.0,749000.0,2012.0,13.46,11500.0,9.0,700.0,750.0,2.0,7.54
47.0,358056.0,2012.0,7.7,12000.0,17.4,480.0,700.0,4.0,20.45
52.0,675000.0,2012.0,8.53,15500.0,23.77,1000.0,1000.0,10.0,23.6
39.0,285558.0,2013.0,7.25,10900.0,20.5,400.0,600.0,2.0,17.28951219512195
39.0,342763.0,2013.0,6.72,9200.0,20.1,300.0,530.0,2.0,17.28951219512195
39.0,328323.0,2013.0,6.72,9200.0,20.1,300.0,530.0,2.0,17.28951219512195
39.0,267197.0,2013.0,7.25,10900.0,20.5,400.0,600.0,2.0,17.28951219512195
42.0,423599.0,2013.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
42.0,229900.0,2013.0,7.38,10500.0,17.45,460.0,460.0,11.0,17.28951219512195
43.6,362911.0,2013.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,534050.0,2013.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,479824.0,2013.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,443382.0,2013.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,443019.0,2013.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
47.0,473732.0,2013.0,7.7,12000.0,17.4,480.0,700.0,4.0,20.45
47.0,473362.0,2013.0,7.7,12000.0,17.4,480.0,700.0,4.0,20.45
47.0,473362.0,2013.0,7.7,12000.0,17.4,480.0,700.0,4.0,20.45
52.0,947207.0,2013.0,15.84,26000.0,10.0,1000.0,960.0,2.0,8.74
52.0,946725.0,2013.0,15.84,26000.0,10.0,1000.0,960.0,2.0,8.74
53.5,795000.0,2013.0,8.53,15500.0,17.52,600.0,800.0,12.0,17.28951219512195
38.0,303138.0,2014.0,6.63,7260.0,17.37,300.0,600.0,2.0,16.05
39.0,345000.0,2014.0,6.72,9200.0,20.1,300.0,530.0,2.0,17.28951219512195
39.0,235251.0,2014.0,6.72,9200.0,20.1,300.0,530.0,2.0,17.28951219512195
39.0,234982.0,2014.0,6.72,9200.0,20.1,300.0,530.0,2.0,17.28951219512195
39.0,327923.0,2014.0,7.25,10900.0,20.5,400.0,600.0,2.0,17.28951219512195
39.0,327923.0,2014.0,7.25,10900.0,20.5,400.0,600.0,2.0,17.28951219512195
39.0,327923.0,2014.0,7.25,10900.0,20.5,400.0,600.0,2.0,17.28951219512195
39.0,327923.0,2014.0,7.25,10900.0,20.5,400.0,600.0,2.0,17.28951219512195
39.0,327923.0,2014.0,7.25,10900.0,20.5,400.0,600.0,2.0,17.28951219512195
39.0,315778.0,2014.0,7.25,10900.0,20.5,400.0,600.0,2.0,17.28951219512195
39.0,315778.0,2014.0,7.25,10900.0,20.5,400.0,600.0,2.0,17.28951219512195
42.0,440000.0,2014.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
42.0,352619.0,2014.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
42.0,352214.0,2014.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
42.0,320000.0,2014.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
42.0,320000.0,2014.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
43.6,535000.0,2014.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
47.0,563836.0,2014.0,7.7,12000.0,17.4,480.0,700.0,4.0,20.45
47.0,485000.0,2014.0,7.7,12000.0,17.4,480.0,700.0,4.0,20.45
49.0,589724.0,2014.0,7.99,14000.0,18.8,940.0,700.0,2.0,17.28951219512195
49.0,571486.0,2014.0,7.99,14000.0,18.8,940.0,700.0,2.0,17.28951219512195
56.0,899000.0,2014.0,8.33,16900.0,20.63,1100.0,960.0,2.0,21.3
39.5,364424.0,2015.0,6.91,8900.0,18.85,430.0,430.0,2.0,17.2
40.0,425604.0,2015.0,7.12,10800.0,16.7,400.0,800.0,3.0,19.5
40.0,425144.0,2015.0,7.12,10800.0,16.7,400.0,800.0,3.0,19.5
42.0,363562.0,2015.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
42.0,363145.0,2015.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
42.0,340459.0,2015.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
42.0,340069.0,2015.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
42.0,455973.0,2015.0,7.42,10800.0,18.8,400.0,800.0,3.0,18.5
43.0,519000.0,2015.0,7.42,10800.0,18.8,400.0,800.0,3.0,18.5
43.0,455449.0,2015.0,7.42,10800.0,18.8,400.0,800.0,3.0,18.5
43.0,449000.0,2015.0,7.42,10800.0,18.8,400.0,800.0,3.0,18.5
43.6,559900.0,2015.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,473362.0,2015.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,443526.0,2015.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,443019.0,2015.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,510689.0,2015.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,510689.0,2015.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,509775.0,2015.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,484286.0,2015.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,480291.0,2015.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,479310.0,2015.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
44.6,510689.0,2015.0,7.88,15500.0,16.68,400.0,800.0,1.0,20.75
44.6,455973.0,2015.0,7.88,15500.0,16.68,400.0,800.0,1.0,20.75
44.6,455627.0,2015.0,7.88,15500.0,16.68,400.0,800.0,1.0,20.75
44.6,454706.0,2015.0,7.88,15500.0,16.68,400.0,800.0,1.0,20.75
45.8,516246.0,2015.0,7.9,15500.0,16.3,1000.0,700.0,2.0,21.45
45.8,515844.0,2015.0,13.96,16800.0,9.0,1040.0,700.0,2.0,7.87
45.8,504030.0,2015.0,13.96,16800.0,9.0,1040.0,700.0,2.0,7.87
45.8,503208.0,2015.0,13.96,16800.0,9.0,1040.0,700.0,2.0,7.87
49.0,601884.0,2015.0,7.99,14000.0,18.8,940.0,700.0,2.0,17.28951219512195
49.0,589724.0,2015.0,7.99,14000.0,18.8,940.0,700.0,2.0,17.28951219512195
49.0,589343.0,2015.0,7.99,14000.0,18.8,940.0,700.0,2.0,17.28951219512195
49.0,1055962.0,2015.0,14.98,15700.0,14.93,1060.0,700.0,2.0,7.99
49.0,910312.0,2015.0,7.99,14000.0,18.8,940.0,700.0,2.0,17.28951219512195
49.0,765000.0,2015.0,7.99,14000.0,18.8,940.0,700.0,2.0,17.28951219512195
50.0,617000.0,2015.0,7.62,15240.0,20.3,1000.0,1200.0,13.0,17.28951219512195
52.0,836660.0,2015.0,15.84,26000.0,10.0,1000.0,960.0,2.0,8.74
52.0,776032.0,2015.0,15.84,26000.0,10.0,1000.0,960.0,2.0,8.74
52.0,1032492.0,2015.0,15.84,26000.0,10.0,1000.0,960.0,2.0,8.74
52.0,911022.0,2015.0,15.84,26000.0,10.0,1000.0,960.0,2.0,8.74
56.0,1200000.0,2015.0,8.33,16900.0,20.63,1100.0,960.0,2.0,21.3
39.0,365000.0,2016.0,6.72,8900.0,18.2,350.0,780.0,2.0,17.28951219512195
39.0,329000.0,2016.0,6.72,8900.0,18.2,350.0,780.0,2.0,17.28951219512195
39.0,329000.0,2016.0,6.72,8900.0,18.2,350.0,780.0,2.0,17.28951219512195
39.0,319000.0,2016.0,6.72,8900.0,18.2,350.0,780.0,2.0,17.28951219512195
39.0,460769.0,2016.0,6.72,8900.0,18.2,350.0,780.0,2.0,17.28951219512195
39.0,400850.0,2016.0,7.25,10900.0,20.5,400.0,600.0,2.0,17.28951219512195
39.0,363765.0,2016.0,6.7,10500.0,17.5,300.0,530.0,2.0,17.2
39.0,327968.0,2016.0,7.25,10900.0,20.5,400.0,600.0,2.0,17.28951219512195
39.0,326753.0,2016.0,7.25,10900.0,20.5,400.0,600.0,2.0,17.28951219512195
39.0,315821.0,2016.0,7.25,10900.0,20.5,400.0,600.0,2.0,17.28951219512195
39.0,395000.0,2016.0,6.7,10500.0,17.5,300.0,530.0,2.0,17.2
40.0,314361.0,2016.0,7.12,10800.0,16.7,400.0,800.0,3.0,19.5
40.0,395204.0,2016.0,7.12,10800.0,16.7,400.0,800.0,3.0,19.5
40.0,357702.0,2016.0,7.12,10800.0,16.7,400.0,800.0,3.0,19.5
40.0,348995.0,2016.0,7.12,10800.0,16.7,400.0,800.0,3.0,19.5
41.0,388650.0,2016.0,6.72,10300.0,17.3,800.0,800.0,2.0,17.28951219512195
41.0,388400.0,2016.0,6.72,10300.0,17.3,800.0,800.0,2.0,17.28951219512195
42.0,462052.0,2016.0,7.42,10800.0,18.8,400.0,800.0,3.0,18.5
42.0,460370.0,2016.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
42.0,460011.0,2016.0,7.5,12100.0,16.5,600.0,900.0,4.0,19.45
43.0,415000.0,2016.0,7.42,10800.0,18.8,400.0,800.0,3.0,18.5
43.0,485155.0,2016.0,7.42,10800.0,18.8,400.0,800.0,3.0,18.5
43.0,480291.0,2016.0,7.42,10800.0,18.8,400.0,800.0,3.0,18.5
43.6,582000.0,2016.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,582000.0,2016.0,7.4,10800.0,18.26,470.0,750.0,1.0,20.35
43.6,595804.0,2016.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,589000.0,2016.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,399000.0,2016.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,399000.0,2016.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
44.6,363154.0,2016.0,7.88,15500.0,16.68,400.0,800.0,1.0,20.75
45.0,519000.0,2016.0,7.54,12500.0,18.1,600.0,600.0,2.0,20.8
45.8,472895.0,2016.0,7.7,15500.0,15.1,600.0,700.0,1.0,22.5
48.0,465000.0,2016.0,7.57,18600.0,19.7,700.0,780.0,3.0,23.4
49.0,735636.0,2016.0,7.99,14000.0,18.8,940.0,700.0,2.0,17.28951219512195
49.0,667544.0,2016.0,7.99,14000.0,18.8,940.0,700.0,2.0,17.28951219512195
49.0,601884.0,2016.0,7.99,14000.0,18.8,940.0,700.0,2.0,17.28951219512195
49.0,595804.0,2016.0,7.99,14000.0,18.8,940.0,700.0,2.0,17.28951219512195
49.0,595000.0,2016.0,7.99,14000.0,18.8,940.0,700.0,2.0,17.28951219512195
52.0,690000.0,2016.0,15.84,26000.0,10.0,1000.0,960.0,2.0,8.74
39.0,209999.0,2017.0,6.72,8900.0,18.2,350.0,780.0,2.0,17.28951219512195
39.0,497637.0,2017.0,6.7,10500.0,17.5,300.0,530.0,2.0,17.2
39.0,473732.0,2017.0,6.7,10500.0,17.5,300.0,530.0,2.0,17.2
39.0,473362.0,2017.0,6.7,10500.0,17.5,300.0,530.0,2.0,17.2
39.0,388703.0,2017.0,7.25,10900.0,20.5,400.0,600.0,2.0,17.28951219512195
39.0,363765.0,2017.0,6.7,10500.0,17.5,300.0,530.0,2.0,17.2
39.0,363765.0,2017.0,6.7,10500.0,17.5,300.0,530.0,2.0,17.2
39.0,400000.0,2017.0,7.9,8500.0,26.4,300.0,400.0,3.0,18.22
39.0,400000.0,2017.0,7.9,8500.0,26.4,300.0,400.0,3.0,18.22
42.0,452325.0,2017.0,7.42,10800.0,18.8,400.0,800.0,3.0,18.5
42.5,546613.0,2017.0,7.7,12600.0,18.75,300.0,600.0,2.0,19.8
42.5,545648.0,2017.0,7.7,12600.0,18.75,300.0,600.0,2.0,19.8
43.0,449087.0,2017.0,7.42,10800.0,18.8,400.0,800.0,3.0,18.5
43.6,540000.0,2017.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,529000.0,2017.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
43.6,450000.0,2017.0,7.54,11300.0,19.94,700.0,700.0,9.0,17.28951219512195
44.6,601884.0,2017.0,7.88,15500.0,16.68,400.0,800.0,1.0,20.75
44.6,601275.0,2017.0,7.88,15500.0,16.68,400.0,800.0,1.0,20.75
44.6,426790.0,2017.0,7.88,15500.0,16.68,400.0,800.0,1.0,20.75
44.6,350908.0,2017.0,7.88,15500.0,16.68,400.0,800.0,1.0,20.75
45.0,519000.0,2017.0,7.54,12500.0,18.1,600.0,600.0,2.0,20.8
45.0,662010.0,2017.0,7.54,12500.0,18.1,600.0,600.0,2.0,20.8
45.0,661494.0,2017.0,7.54,12500.0,18.1,600.0,600.0,2.0,20.8
45.0,525317.0,2017.0,7.54,12500.0,18.1,600.0,600.0,2.0,20.8
45.0,523822.0,2017.0,7.54,12500.0,18.1,600.0,600.0,2.0,20.8
45.8,600000.0,2017.0,13.96,16800.0,9.0,1040.0,700.0,2.0,7.87
45.8,600000.0,2017.0,13.96,16800.0,9.0,1040.0,700.0,2.0,7.87
45.8,582024.0,2017.0,13.96,16800.0,9.0,1040.0,700.0,2.0,7.87
45.8,582024.0,2017.0,13.96,16800.0,9.0,1040.0,700.0,2.0,7.87
49.0,1039617.0,2017.0,7.99,14000.0,18.8,940.0,700.0,2.0,17.28951219512195
52.0,1100000.0,2017.0,15.84,26000.0,10.0,1000.0,960.0,2.0,8.74
56.0,1094334.0,2017.0,8.33,16900.0,20.63,1100.0,960.0,2.0,21.3
39.0,457738.0,2018.0,6.7,10500.0,17.5,300.0,530.0,2.0,17.2
39.0,449087.0,2018.0,6.7,10500.0,17.5,300.0,530.0,2.0,17.2
39.0,398929.0,2018.0,6.7,10500.0,17.5,300.0,530.0,2.0,17.2
40.0,316163.0,2018.0,7.12,10800.0,16.7,400.0,800.0,3.0,19.5
40.0,449000.0,2018.0,7.12,10800.0,16.7,400.0,800.0,3.0,19.5
41.0,497958.0,2018.0,6.72,10300.0,17.3,800.0,800.0,2.0,17.28951219512195
41.0,497146.0,2018.0,6.72,10300.0,17.3,800.0,800.0,2.0,17.28951219512195
41.0,424393.0,2018.0,6.72,10300.0,17.3,800.0,800.0,2.0,17.28951219512195
41.0,406606.0,2018.0,6.72,10300.0,17.3,800.0,800.0,2.0,17.28951219512195
41.0,387664.0,2018.0,6.72,10300.0,17.3,800.0,800.0,2.0,17.28951219512195
42.5,484286.0,2018.0,7.7,12600.0,18.75,300.0,600.0,2.0,19.8
43.0,547167.0,2018.0,7.42,10800.0,18.8,400.0,800.0,3.0,18.5
